Sample ID,WWTP ID,SiteID,Site Name,Sampling Date,Latitude,Longitude,City Name,Country/Region,Continent,Climate typea,Annual average,Annual mean of daily maximum,Annual mean of daily minimum,Sampling month average,Sampling moment,Annual,Sampling month,GDP per capita (dollars),City population,Year of plant build,Designed capacity (m3/d),Actual Inf rate (m3/d),Volume of aeration tanks (m3),Plant,Aeration tank,SRT (d),General type ,Detailed type,Nitrification,Denitrification,Aerator type,BOD (mg/l) Inf,BOD (mg/l) inf/(1+recycle ratio),BOD (mg/l) Aeration tank inf,BOD (mg/l) Eff,COD (mg/l) Inf,COD (mg/l) Inf/(1+recycle ratio),COD (mg/l) Aeration tank inf,COD (mg/l) Eff,F/M (kg BOD/kg MLSS-d),NH4-N (mg/l) Inf,NH4-N (mg/l) Aeration tank inf,NH4-N (mg/l) Eff,TN (mg/l) Inf,TN (mg/l) Aeration tank inf,TN (mg/l) Eff,TP (mg/l) Inf,TP (mg/l) Aeration tank inf,TP (mg/l) Eff,Contained in Inf?,Percentage,MLSS (mg/l),DO (mg/l),pH,Mixed liquid temperature (oC),Conductivity (μS/cm),NH4-N (mg/l),NO3-N (mg/l),SVI (ml/g),Unnamed: 0,Sample ID,Sampling month average,Sampling month,SRTd,COD,NH4N,TP,Gammaproteobacteria,Bacteroidia,Unclassified,Alphaproteobacteria,Others,Clostridia,Anaerolineae,Parcubacteria,Polyangia,Planctomycetes,Verrucomicrobiae,Bdellovibrionia,Chlamydiae,Oligoflexia,Phycisphaerae,Gracilibacteria,Actinobacteria,Bacilli,Microgenomatia,Babeliae,ABY1,Saccharimonadia,Acidimicrobiia,Omnitrophia,Cyanobacteriia,Acidobacteriae,Myxococcia,Nanoarchaeia,Thermoleophilia,Blastocatellia,OM190,Spirochaetia,Nitrospiria,Chloroflexia,Kiritimatiellae,Ignavibacteria,Desulfuromonadia,Campylobacteria,Gemmatimonadetes,Vicinamibacteria,Fimbriimonadia,Vampirivibrionia,Desulfovibrionia,Negativicutes,Holophagae,Leptospirae,metagenome,Kapabacteria,Lineage IIb,Desulfobacteria,Hydrogenedentia
SAPN4,SAPN1,SADB,Durban,2015-04-22,-29.702788,31.0048384,Durban,South Africa,Africa,Cfa,21.0,29.0,13.0,23.0,,975.0,70.0,12884.0,3796000.0,,25000.0,24000.0,7066.0,13.5,13.5,25.0,A2O,MLE (with tapered surface aeration),Yes,Yes,,,,,,450.0,225.0,,55.0,,50.87,53.87,4.0,,,,4.41,,1.36,No,0.0,,1.52,7.15,23.18,,,,,21.0,SAPN4,23.0,70.0,25.0,450.0,50.87,4.41,19.3671875,57.60546875,0.984375,1.0078125,1.21875,0.58203125,2.03515625,1.30078125,1.3203125,0.63671875,1.88671875,1.58984375,0.046875,0.09765625,0.14453125,0.890625,0.16015625,0.08203125,0.09765625,0.01953125,0.14453125,0.94921875,0.1171875,0.171875,0.015625,0.20703125,0.625,0.01953125,0.02734375,1.18359375,0.0625,0.046875,1.28125,0.20703125,0.046875,0.58984375,0.0625,0.46484375,0.02734375,0.08203125,0.296875,0.16015625,0.03125,0.08984375,0.0625,0.66015625,0.4765625,0.609375,0.0703125,0.00390625,0.1328125
SAPN5,SAPN1,SADB,Durban,2015-04-22,-29.702788,31.0048384,Durban,South Africa,Africa,Cfa,21.0,29.0,13.0,23.0,,975.0,70.0,12884.0,3796000.0,,25000.0,24000.0,7066.0,13.5,13.5,25.0,A2O,MLE (with tapered surface aeration),Yes,Yes,,,,,,450.0,225.0,,55.0,,50.87,54.87,4.0,,,,4.41,,1.36,No,0.0,,1.74,7.15,23.18,,,,,22.0,SAPN5,23.0,70.0,25.0,450.0,50.87,4.41,13.96875,63.23828125,1.2421875,0.77734375,1.16015625,0.6328125,1.88671875,1.68359375,0.8984375,0.5078125,1.39453125,1.66015625,0.05078125,0.0625,0.0625,0.96484375,0.140625,0.14453125,0.1328125,0.0078125,0.19921875,0.9609375,0.125,0.3125,0.03125,0.11328125,0.2421875,0.01953125,0.02734375,1.125,0.02734375,0.02734375,1.63671875,0.10546875,0.046875,0.79296875,0.05859375,0.453125,0.0078125,0.02734375,0.3359375,0.23828125,0.02734375,0.109375,0.03125,0.875,0.55078125,0.66015625,0.0703125,0.015625,0.12890625
SAPN6,SAPN1,SADB,Durban,2015-04-22,-29.702788,31.0048384,Durban,South Africa,Africa,Cfa,21.0,29.0,13.0,23.0,,975.0,70.0,12884.0,3796000.0,,25000.0,24000.0,7066.0,13.5,13.5,25.0,A2O,MLE (with tapered surface aeration),Yes,Yes,,,,,,450.0,225.0,,55.0,,50.87,55.87,4.0,,,,4.41,,1.36,No,0.0,,1.74,7.15,23.18,,,,,23.0,SAPN6,23.0,70.0,25.0,450.0,50.87,4.41,20.7109375,56.2890625,1.14453125,0.9140625,1.234375,0.61328125,1.8125,1.62109375,1.296875,0.58984375,1.8359375,1.67578125,0.0546875,0.06640625,0.13671875,0.88671875,0.16015625,0.14453125,0.12109375,0.0234375,0.1484375,0.90625,0.12890625,0.23828125,0.01171875,0.19921875,0.53125,0.015625,0.02734375,1.265625,0.03125,0.02734375,1.18359375,0.16015625,0.046875,0.6328125,0.1015625,0.47265625,0.01171875,0.0546875,0.28515625,0.23046875,0.05078125,0.09375,0.06640625,0.69140625,0.39453125,0.5,0.0625,0.0078125,0.08984375
SADP1,SADP1,SANE,Pretoria,2015-04-22,-25.7362381,28.1828928,Pretoria,South Africa,Africa,Cwb,21.0,28.0,5.0,17.0,,697.0,48.0,16696.0,2991600.0,,42000.0,40000.0,3000.0,,,11.0,A2O,3-stage Phoredox with surface aeration,,,,,,,,389.0,182.629108,286.0,38.0,,22.0,28.0,4.0,39.0,,,5.0,5.6,0.2,No,0.0,,0.98,6.98,22.0,,,,,24.0,SADP1,17.0,48.0,11.0,389.0,22.0,5.0,27.62109375,43.29296875,1.3359375,2.78515625,1.46484375,1.1796875,3.24609375,1.296875,1.328125,1.125,1.21484375,1.07421875,0.12109375,0.06640625,0.09765625,1.625,0.26953125,0.32421875,0.16796875,0.09765625,0.09765625,0.53515625,0.1328125,0.00390625,0.00390625,0.328125,0.078125,0.01953125,0.015625,0.796875,0.09765625,0.11328125,2.05078125,0.11328125,0.02734375,2.5859375,0.203125,0.328125,0.0546875,0.11328125,0.3828125,0.2265625,0.07421875,0.28515625,0.17578125,0.1953125,0.4453125,0.59765625,0.06640625,0.0078125,0.109375
SADP2,SADP1,SANE,Pretoria,2015-04-22,-25.7362381,28.1828928,Pretoria,South Africa,Africa,Cwb,21.0,28.0,5.0,17.0,,697.0,48.0,16696.0,2991600.0,,42000.0,40000.0,3000.0,,,11.0,A2O,3-stage Phoredox with surface aeration,,,,,,,,389.0,182.629108,286.0,38.0,,22.0,28.0,4.0,39.0,,,5.0,5.6,0.2,No,0.0,,0.87,6.98,22.0,,,,,25.0,SADP2,17.0,48.0,11.0,389.0,22.0,5.0,31.9765625,40.12890625,1.26953125,2.8203125,1.24609375,1.12890625,2.97265625,1.12890625,1.0859375,1.27734375,1.11328125,1.1015625,0.07421875,0.078125,0.16015625,1.23828125,0.26953125,0.23046875,0.12109375,0.08984375,0.13671875,0.51953125,0.09765625,0.01171875,0.015625,0.36328125,0.0625,0.01171875,0.0234375,0.72265625,0.0625,0.10546875,2.31640625,0.078125,0.015625,2.625,0.18359375,0.296875,0.0546875,0.07421875,0.375,0.22265625,0.078125,0.25390625,0.2109375,0.1875,0.5078125,0.6953125,0.04296875,0.01953125,0.1171875
SADP3,SADP1,SANE,Pretoria,2015-04-22,-25.7362381,28.1828928,Pretoria,South Africa,Africa,Cwb,21.0,28.0,5.0,17.0,,697.0,48.0,16696.0,2991600.0,,42000.0,40000.0,3000.0,,,11.0,A2O,3-stage Phoredox with surface aeration,,,,,,,,389.0,182.629108,286.0,38.0,,22.0,28.0,4.0,39.0,,,5.0,5.6,0.2,No,0.0,,0.95,6.98,22.0,,,,,26.0,SADP3,17.0,48.0,11.0,389.0,22.0,5.0,31.0546875,39.40234375,1.953125,3.09375,1.2109375,1.10546875,3.05859375,0.85546875,1.5390625,1.0078125,1.41796875,1.4375,0.1640625,0.10546875,0.15625,1.0546875,0.2890625,0.234375,0.109375,0.08984375,0.08984375,0.328125,0.1796875,0.00390625,0.015625,0.26171875,0.08984375,0.0,0.0390625,1.15625,0.078125,0.3125,2.67578125,0.0703125,0.015625,2.1171875,0.1640625,0.328125,0.07421875,0.1171875,0.3359375,0.265625,0.078125,0.40625,0.24609375,0.14453125,0.4921875,0.390625,0.03515625,0.015625,0.1328125
SADP4,SADP1,SANE,Pretoria,2015-04-22,-25.7362381,28.1828928,Pretoria,South Africa,Africa,Cwb,21.0,28.0,5.0,17.0,,697.0,48.0,16696.0,2991600.0,,42000.0,40000.0,3000.0,,,11.0,A2O,3-stage Phoredox with surface aeration,,,,,,,,389.0,182.629108,286.0,38.0,,22.0,28.0,4.0,39.0,,,5.0,5.6,0.2,No,0.0,,1.1,6.98,22.0,,,,,27.0,SADP4,17.0,48.0,11.0,389.0,22.0,5.0,32.9765625,39.40234375,1.609375,2.81640625,1.10546875,0.8828125,2.5390625,0.71875,1.46875,1.05078125,1.32421875,1.3359375,0.171875,0.15625,0.125,0.94921875,0.28125,0.203125,0.10546875,0.08203125,0.078125,0.30859375,0.13671875,0.0,0.0,0.23828125,0.10546875,0.0,0.0234375,0.95703125,0.0859375,0.25390625,3.1953125,0.06640625,0.015625,2.19921875,0.16015625,0.25390625,0.0390625,0.125,0.296875,0.25,0.09375,0.265625,0.29296875,0.16796875,0.4609375,0.4296875,0.04296875,0.0234375,0.12890625
SADP5,SADP1,SANE,Pretoria,2015-04-22,-25.7362381,28.1828928,Pretoria,South Africa,Africa,Cwb,21.0,28.0,5.0,17.0,,697.0,48.0,16696.0,2991600.0,,42000.0,40000.0,3000.0,,,11.0,A2O,3-stage Phoredox with surface aeration,,,,,,,,389.0,182.629108,286.0,38.0,,22.0,28.0,4.0,39.0,,,5.0,5.6,0.2,No,0.0,,0.97,6.98,22.0,,,,,28.0,SADP5,17.0,48.0,11.0,389.0,22.0,5.0,32.9765625,38.11328125,1.3828125,2.13671875,1.828125,0.98828125,2.3203125,1.18359375,1.44140625,1.08203125,1.33984375,1.2421875,0.07421875,0.1640625,0.1875,0.9765625,0.29296875,0.25390625,0.09765625,0.09375,0.06640625,0.49609375,0.1796875,0.0078125,0.00390625,0.33984375,0.16796875,0.01171875,0.02734375,0.78515625,0.15234375,0.14453125,2.49609375,0.1015625,0.03125,3.60546875,0.19140625,0.44140625,0.0703125,0.08203125,0.19140625,0.24609375,0.046875,0.30859375,0.2109375,0.328125,0.54296875,0.3671875,0.046875,0.03515625,0.09765625
SADP6,SADP1,SANE,Pretoria,2015-04-22,-25.7362381,28.1828928,Pretoria,South Africa,Africa,Cwb,21.0,28.0,5.0,17.0,,697.0,48.0,16696.0,2991600.0,,42000.0,40000.0,3000.0,,,11.0,A2O,3-stage Phoredox with surface aeration,,,,,,,,389.0,182.629108,286.0,38.0,,22.0,28.0,4.0,39.0,,,5.0,5.6,0.2,No,0.0,,1.0,6.98,22.0,,,,,29.0,SADP6,17.0,48.0,11.0,389.0,22.0,5.0,30.64453125,40.08984375,1.37890625,2.3515625,1.7265625,0.8671875,2.15234375,1.0625,1.6328125,1.1171875,1.2890625,1.09375,0.0859375,0.234375,0.23046875,1.12890625,0.25390625,0.2265625,0.125,0.125,0.10546875,0.53515625,0.1875,0.015625,0.015625,0.29296875,0.1640625,0.01953125,0.03515625,0.86328125,0.16015625,0.17578125,2.3984375,0.078125,0.04296875,3.7734375,0.15234375,0.2421875,0.08203125,0.09375,0.26171875,0.34375,0.08984375,0.328125,0.234375,0.25390625,0.57421875,0.46875,0.07421875,0.04296875,0.078125
SAZK1,SAZK1,SANE,Pretoria,2015-04-11,-25.5355278,28.4526795,Pretoria,South Africa,Africa,Cwb,21.0,28.0,5.0,17.0,,697.0,48.0,16696.0,2991600.0,1991.0,85000.0,56100.0,20000.0,,,20.0,A2O,3-stage Phoredox with diffused aeration; interchangeable (UCT/MUCT/JHB),,,,,,,,496.0,232.8638498,267.0,32.0,,23.0,21.0,0.6,38.0,,1.4,5.0,4.5,0.2,Yes,0.1,,0.8,7.2,22.0,,,,,30.0,SAZK1,17.0,48.0,20.0,496.0,23.0,5.0,33.390625,17.32421875,4.1328125,5.86328125,3.53515625,1.33984375,2.80078125,1.0625,7.5390625,2.62890625,1.4609375,0.48046875,0.578125,0.25390625,0.4609375,0.35546875,0.83984375,0.48828125,0.25,0.5390625,0.09375,0.26171875,0.21484375,0.046875,0.01953125,0.44140625,0.875,0.06640625,0.12109375,2.44140625,0.70703125,0.07421875,3.55078125,0.0234375,0.05859375,1.6640625,0.0546875,0.01953125,0.0625,1.0078125,0.14453125,0.0625,0.02734375,0.1875,0.828125,0.33984375,0.8125,0.20703125,0.15625,0.0,0.10546875
SAZK2,SAZK1,SANE,Pretoria,2015-04-11,-25.5355278,28.4526795,Pretoria,South Africa,Africa,Cwb,21.0,28.0,5.0,17.0,,697.0,48.0,16696.0,2991600.0,1991.0,85000.0,56100.0,20000.0,,,20.0,A2O,3-stage Phoredox with diffused aeration; interchangeable (UCT/MUCT/JHB),,,,,,,,496.0,232.8638498,267.0,32.0,,23.0,21.0,0.6,38.0,,1.4,5.0,4.5,0.2,Yes,0.1,,0.8,7.2,22.0,,,,,31.0,SAZK2,17.0,48.0,20.0,496.0,23.0,5.0,31.58984375,18.046875,4.765625,4.8984375,3.3046875,1.3984375,2.9453125,1.4296875,7.4453125,2.5859375,1.4375,0.66015625,0.60546875,0.30859375,0.36328125,0.35546875,0.73046875,0.3046875,0.27734375,0.52734375,0.12109375,0.328125,0.16796875,0.078125,0.01953125,0.44921875,0.77734375,0.07421875,0.03515625,3.078125,0.67578125,0.0703125,4.38671875,0.0078125,0.046875,1.9140625,0.04296875,0.015625,0.0390625,0.8671875,0.1640625,0.046875,0.03515625,0.1640625,0.80859375,0.2734375,0.83984375,0.23046875,0.16015625,0.0078125,0.09375
SAZK3,SAZK1,SANE,Pretoria,2015-04-11,-25.5355278,28.4526795,Pretoria,South Africa,Africa,Cwb,21.0,28.0,5.0,17.0,,697.0,48.0,16696.0,2991600.0,1991.0,85000.0,56100.0,20000.0,,,20.0,A2O,3-stage Phoredox with diffused aeration; interchangeable (UCT/MUCT/JHB),,,,,,,,496.0,232.8638498,267.0,32.0,,23.0,21.0,0.6,38.0,,1.4,5.0,4.5,0.2,Yes,0.1,,0.97,7.2,22.0,,,,,32.0,SAZK3,17.0,48.0,20.0,496.0,23.0,5.0,32.66015625,17.6015625,4.8828125,4.734375,3.5234375,1.203125,3.08984375,1.375,6.67578125,2.79296875,1.44140625,0.625,0.6796875,0.23828125,0.4609375,0.41796875,0.8515625,0.19921875,0.28125,0.4609375,0.14453125,0.34765625,0.17578125,0.02734375,0.01171875,0.3828125,0.73828125,0.0546875,0.01171875,3.03515625,0.51171875,0.0546875,4.6640625,0.01171875,0.05859375,1.76953125,0.0703125,0.02734375,0.05078125,0.96875,0.1640625,0.04296875,0.0390625,0.17578125,0.74609375,0.25,0.7734375,0.21484375,0.1484375,0.00390625,0.12890625
SAZK4,SAZK1,SANE,Pretoria,2015-04-11,-25.5355278,28.4526795,Pretoria,South Africa,Africa,Cwb,21.0,28.0,5.0,17.0,,697.0,48.0,16696.0,2991600.0,1991.0,85000.0,56100.0,20000.0,,,20.0,A2O,3-stage Phoredox with diffused aeration; interchangeable (UCT/MUCT/JHB),,,,,,,,496.0,232.8638498,267.0,32.0,,23.0,21.0,0.6,38.0,,1.4,5.0,4.5,0.2,Yes,0.1,,0.97,7.2,22.0,,,,,33.0,SAZK4,17.0,48.0,20.0,496.0,23.0,5.0,27.3671875,33.52734375,1.5,4.1171875,2.76953125,1.11328125,2.859375,1.33984375,7.96484375,2.0234375,1.05078125,0.73828125,0.91015625,0.2578125,0.2109375,0.1328125,0.58203125,0.2578125,0.1953125,0.65234375,0.140625,0.61328125,0.14453125,0.05859375,0.00390625,0.3984375,0.6875,0.15625,0.1015625,0.75390625,0.25,0.046875,2.45703125,0.015625,0.046875,1.015625,0.0546875,0.0859375,0.0859375,0.515625,0.06640625,0.0859375,0.046875,0.20703125,0.7265625,0.5859375,0.546875,0.33984375,0.1171875,0.00390625,0.0703125
SAZK5,SAZK1,SANE,Pretoria,2015-04-11,-25.5355278,28.4526795,Pretoria,South Africa,Africa,Cwb,21.0,28.0,5.0,17.0,,697.0,48.0,16696.0,2991600.0,1991.0,85000.0,56100.0,20000.0,,,20.0,A2O,3-stage Phoredox with diffused aeration; interchangeable (UCT/MUCT/JHB),,,,,,,,496.0,232.8638498,267.0,32.0,,23.0,21.0,0.6,38.0,,1.4,5.0,4.5,0.2,Yes,0.1,,1.2,7.2,22.0,,,,,34.0,SAZK5,17.0,48.0,20.0,496.0,23.0,5.0,27.37109375,34.65234375,1.421875,4.1328125,2.6875,1.05859375,2.51171875,1.30078125,8.05859375,1.78125,1.03125,0.81640625,0.70703125,0.203125,0.27734375,0.18359375,0.5859375,0.21875,0.2421875,0.70703125,0.1171875,0.5625,0.140625,0.046875,0.01171875,0.3046875,0.70703125,0.16015625,0.05859375,0.9375,0.21875,0.04296875,2.20703125,0.01953125,0.02734375,0.94921875,0.09765625,0.078125,0.05859375,0.5,0.078125,0.11328125,0.05078125,0.171875,0.76953125,0.52734375,0.62109375,0.296875,0.12890625,0.0,0.046875
SAZK6,SAZK1,SANE,Pretoria,2015-04-11,-25.5355278,28.4526795,Pretoria,South Africa,Africa,Cwb,21.0,28.0,5.0,17.0,,697.0,48.0,16696.0,2991600.0,1991.0,85000.0,56100.0,20000.0,,,20.0,A2O,3-stage Phoredox with diffused aeration; interchangeable (UCT/MUCT/JHB),,,,,,,,496.0,232.8638498,267.0,32.0,,23.0,21.0,0.6,38.0,,1.4,5.0,4.5,0.2,Yes,0.1,,1.2,7.2,22.0,,,,,35.0,SAZK6,17.0,48.0,20.0,496.0,23.0,5.0,26.96484375,38.16796875,1.40234375,4.18359375,2.85546875,0.91015625,2.49609375,1.18359375,6.1484375,1.31640625,0.85546875,0.64453125,0.5703125,0.15625,0.2890625,0.17578125,0.625,0.1953125,0.2734375,0.703125,0.12109375,0.625,0.15234375,0.0703125,0.01171875,0.234375,0.6171875,0.125,0.0859375,0.94921875,0.27734375,0.04296875,2.01953125,0.0078125,0.05859375,1.13671875,0.0546875,0.03515625,0.08984375,0.7109375,0.05078125,0.09375,0.0078125,0.1015625,0.8359375,0.4296875,0.56640625,0.19921875,0.1328125,0.0,0.0390625
CNBJ1AA,CNBJ1,CNBJ,Beijing,2014-07-31,40.042203,116.356862,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,195.0,23390.0,21639100.0,2002.0,200000.0,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,3794.0,4.6,6.66,25.8,511.0,,,,36.0,CNBJ1AA,28.1,195.0,,,,,26.01171875,30.45703125,1.37109375,5.9375,2.1796875,1.1171875,4.703125,1.4375,8.50390625,1.3046875,0.58203125,1.04296875,0.26171875,0.33203125,0.30859375,0.26953125,3.14453125,0.26171875,0.078125,0.0859375,0.06640625,0.55859375,1.92578125,0.01953125,0.0078125,0.20703125,0.578125,0.015625,0.37109375,0.625,0.28125,0.046875,0.62890625,0.07421875,0.05078125,0.8984375,1.0078125,0.14453125,0.703125,0.453125,0.1640625,0.00390625,0.03125,0.04296875,0.05859375,0.30078125,0.2734375,0.84375,0.015625,0.0546875,0.15625
CNBJ1AB,CNBJ1,CNBJ,Beijing,2014-07-31,40.042203,116.356862,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,195.0,23390.0,21639100.0,2002.0,200000.0,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,3794.0,4.4,6.66,25.9,556.0,,,,37.0,CNBJ1AB,28.1,195.0,,,,,26.34375,29.61328125,1.6015625,5.49609375,1.921875,1.48828125,5.3671875,1.515625,9.03125,1.30859375,0.82421875,1.24609375,0.30859375,0.38671875,0.30859375,0.38671875,2.5625,0.30859375,0.08984375,0.10546875,0.1171875,0.78515625,1.55078125,0.02734375,0.0234375,0.23828125,0.6015625,0.01171875,0.234375,0.4609375,0.24609375,0.03515625,0.6796875,0.08203125,0.0703125,0.61328125,1.08984375,0.0859375,0.546875,0.29296875,0.1796875,0.02734375,0.0390625,0.0703125,0.0390625,0.390625,0.25,0.7734375,0.01171875,0.06640625,0.14453125
CNBJ1AC,CNBJ1,CNBJ,Beijing,2014-07-31,40.042203,116.356862,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,195.0,23390.0,21639100.0,2002.0,200000.0,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,3794.0,1.35,6.7,26.5,520.0,,,,38.0,CNBJ1AC,28.1,195.0,,,,,23.60546875,30.8046875,1.6875,6.07421875,2.26171875,1.171875,4.73046875,1.546875,8.95703125,1.484375,0.84375,1.2265625,0.27734375,0.421875,0.3359375,0.421875,3.06640625,0.3125,0.08984375,0.140625,0.08984375,0.7578125,1.86328125,0.0234375,0.00390625,0.1796875,0.7109375,0.0234375,0.28125,0.58203125,0.3125,0.0234375,0.45703125,0.06640625,0.046875,0.52734375,1.10546875,0.078125,0.8359375,0.37890625,0.14453125,0.03125,0.0546875,0.07421875,0.02734375,0.3125,0.22265625,1.0625,0.015625,0.0546875,0.19140625
CNBJ1BA,CNBJ1,CNBJ,Beijing,2014-07-31,40.042203,116.356862,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,195.0,23390.0,21639100.0,2002.0,200000.0,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,4300.0,2.1,6.46,26.0,815.0,,,,39.0,CNBJ1BA,28.1,195.0,,,,,30.390625,25.29296875,1.62109375,6.41015625,3.3046875,1.37109375,5.97265625,0.80859375,6.21875,1.42578125,1.01171875,1.15625,0.19921875,0.60546875,0.45703125,0.390625,2.19921875,0.30859375,0.0703125,0.23046875,0.078125,0.515625,1.84375,0.00390625,0.00390625,0.31640625,0.68359375,0.0078125,0.53125,1.03125,0.33984375,0.015625,0.59375,0.14453125,0.10546875,0.58984375,0.4765625,0.11328125,0.6640625,0.71484375,0.27734375,0.03125,0.04296875,0.05859375,0.03125,0.4375,0.29296875,0.44140625,0.01171875,0.046875,0.109375
CNBJ1BB,CNBJ1,CNBJ,Beijing,2014-07-31,40.042203,116.356862,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,195.0,23390.0,21639100.0,2002.0,200000.0,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,4300.0,0.2,6.62,25.5,825.0,,,,40.0,CNBJ1BB,28.1,195.0,,,,,25.30859375,29.7421875,1.6171875,6.92578125,2.96484375,1.28515625,4.64453125,1.58203125,7.1484375,1.35546875,0.90625,0.9609375,0.36328125,0.5,0.4609375,0.32421875,2.66015625,0.29296875,0.14453125,0.29296875,0.125,0.453125,1.66796875,0.0078125,0.00390625,0.2890625,0.69140625,0.015625,0.49609375,1.03515625,0.328125,0.0234375,0.37890625,0.14453125,0.09765625,0.57421875,0.640625,0.08203125,0.87109375,0.5,0.30078125,0.01953125,0.03515625,0.10546875,0.05078125,0.4765625,0.296875,0.60546875,0.0078125,0.046875,0.1484375
CNBJ1BC,CNBJ1,CNBJ,Beijing,2014-07-31,40.042203,116.356862,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,195.0,23390.0,21639100.0,2002.0,200000.0,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,4300.0,0.4,6.57,26.3,823.0,,,,41.0,CNBJ1BC,28.1,195.0,,,,,27.4140625,31.2265625,1.58984375,6.03515625,2.2421875,1.1484375,4.21875,1.25390625,6.83203125,1.25,0.91015625,0.94140625,0.296875,0.515625,0.359375,0.2421875,2.53515625,0.20703125,0.125,0.27734375,0.078125,0.5234375,1.71875,0.02734375,0.01953125,0.2421875,0.6484375,0.01171875,0.3359375,1.0859375,0.29296875,0.015625,0.4609375,0.12109375,0.109375,0.64453125,0.60546875,0.0703125,0.6875,0.33984375,0.3515625,0.0078125,0.0625,0.078125,0.0703125,0.578125,0.33203125,0.62890625,0.01171875,0.05078125,0.16796875
CNBJ1CA,CNBJ1,CNBJ,Beijing,2014-07-31,40.042203,116.356862,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,195.0,23390.0,21639100.0,2002.0,200000.0,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,7002.0,0.3,6.45,27.0,961.0,,,,42.0,CNBJ1CA,28.1,195.0,,,,,28.19921875,27.390625,1.0625,8.6796875,2.61328125,1.67578125,3.24609375,0.296875,5.66796875,1.9609375,0.47265625,1.125,0.6796875,0.34765625,0.5703125,0.11328125,2.54296875,0.20703125,0.10546875,0.234375,0.10546875,0.8125,3.46484375,0.01953125,0.0,0.21484375,0.5234375,0.0078125,0.28515625,2.0234375,0.3515625,0.01953125,1.48046875,0.13671875,0.0,0.3125,0.0625,0.0390625,0.51953125,0.73046875,0.93359375,0.04296875,0.01953125,0.0703125,0.0859375,0.12109375,0.1328125,0.17578125,0.01171875,0.03125,0.07421875
CNBJ1CB,CNBJ1,CNBJ,Beijing,2014-07-31,40.042203,116.356862,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,195.0,23390.0,21639100.0,2002.0,200000.0,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,7002.0,3.6,6.52,27.2,918.0,,,,43.0,CNBJ1CB,28.1,195.0,,,,,26.83984375,28.22265625,1.12109375,9.28125,2.6484375,1.46484375,3.2578125,0.41796875,5.09375,1.96484375,0.515625,0.94140625,0.44140625,0.3046875,0.60546875,0.125,2.578125,0.3515625,0.1328125,0.2265625,0.08984375,0.796875,3.30078125,0.0,0.00390625,0.20703125,0.52734375,0.0,0.31640625,3.11328125,0.29296875,0.0078125,1.23046875,0.1328125,0.0078125,0.21875,0.078125,0.01171875,0.4765625,0.91796875,1.10546875,0.0390625,0.01953125,0.015625,0.0546875,0.09765625,0.1015625,0.1796875,0.02734375,0.01171875,0.08203125
CNBJ1CC,CNBJ1,CNBJ,Beijing,2014-07-31,40.042203,116.356862,Beijing,China,Asia,Dwa,13.33333333,31.11111111,-7.222222222,28.1,,610.0,195.0,23390.0,21639100.0,2002.0,200000.0,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,7002.0,4.3,6.55,27.1,949.0,,,,44.0,CNBJ1CC,28.1,195.0,,,,,28.06640625,29.60546875,1.08984375,8.5703125,2.375,1.12890625,3.00390625,0.2890625,6.21484375,1.62890625,0.421875,1.0,0.60546875,0.23046875,0.5703125,0.12109375,1.8515625,0.24609375,0.1171875,0.32421875,0.11328125,1.01953125,2.640625,0.0078125,0.0,0.21875,0.45703125,0.0078125,0.30078125,2.94140625,0.26171875,0.0078125,0.8515625,0.140625,0.0234375,0.2421875,0.08984375,0.015625,0.57421875,0.75390625,1.140625,0.02734375,0.0234375,0.06640625,0.07421875,0.11328125,0.10546875,0.21484375,0.0234375,0.01171875,0.0703125
